Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
108,0,108-0,total_volume_pool,1.20034683,108-1,108-2,108-2,14.2227421,170.376389,
108,1,108-1,Leaf,,,,,-0.0413923673,12.1489496,
108,2,108-2,revenue_per_kent_leg,70.0001984,108-3,108-4,108-4,13.1727343,158.227432,
108,3,108-3,Leaf,,,,,-0.0405362062,9.85258198,
108,4,108-4,high_acuity_share,0.0498093776,108-5,108-6,108-6,14.253232,148.374847,
108,5,108-5,Leaf,,,,,-0.0403648429,9.24830723,
108,6,108-6,vehicle_utilization,0.95466727,108-7,108-8,108-8,15.7856636,139.126541,
108,7,108-7,Leaf,,,,,-0.038627971,9.53638172,
108,8,108-8,contract_concentration,0.200034514,108-9,108-10,108-10,18.1925869,129.590164,
108,9,108-9,Leaf,,,,,0.0160697512,120.567734,
108,10,108-10,Leaf,,,,,-0.0395560637,9.02243328,
109,0,109-0,road_hours_per_vehicle,8.96322536,109-1,109-2,109-2,12.3678923,167.97879,
109,1,109-1,Leaf,,,,,-0.0406022444,10.9897528,
109,2,109-2,high_acuity_share,0.0498093776,109-3,109-4,109-4,12.1666813,156.989044,
109,3,109-3,Leaf,,,,,-0.0400156267,9.4783783,
109,4,109-4,non_billable_noshow,0.0997218192,109-5,109-6,109-6,13.142252,147.510666,
109,5,109-5,vehicle_utilization,0.949723125,109-7,109-8,109-8,14.8134241,136.913956,
109,6,109-6,non_billable_noshow,0.100725584,109-9,109-10,109-10,0.370426178,10.5967083,
109,7,109-7,Leaf,,,,,-0.0396075621,8.68638706,
109,8,109-8,revenue_per_kent_leg,70.0001984,109-11,109-12,109-12,16.9273376,128.22757,
109,9,109-9,Leaf,,,,,-0.010309753,2.18910956,
109,10,109-10,Leaf,,,,,-0.0405679941,8.40759945,
109,11,109-11,Leaf,,,,,-0.0399761759,8.42740536,
109,12,109-12,Leaf,,,,,0.0151942894,119.800163,
110,0,110-0,road_hours_per_vehicle,9.00397682,110-1,110-2,110-2,12.8050985,164.092758,
110,1,110-1,Leaf,,,,,-0.0404641628,10.8268547,
110,2,110-2,cost_per_road_hour,50.3312798,110-3,110-4,110-4,12.3504429,153.2659,
110,3,110-3,non_billable_noshow,0.100725584,110-5,110-6,110-6,13.4126883,144.218872,
110,4,110-4,Leaf,,,,,-0.0400423184,9.04702187,
110,5,110-5,high_acuity_share,0.050309673,110-7,110-8,110-8,14.7660294,135.805984,
110,6,110-6,Leaf,,,,,-0.0403030924,8.41289043,
110,7,110-7,Leaf,,,,,-0.039140828,8.47995758,
110,8,110-8,total_volume_pool,1.20034683,110-9,110-10,110-10,16.9168568,127.326027,
110,9,110-9,Leaf,,,,,-0.0374555513,9.01287937,
110,10,110-10,Leaf,,,,,0.016257301,118.313148,
111,0,111-0,cost_per_road_hour,50.3312798,111-1,111-2,111-2,12.7039518,163.575333,
111,1,111-1,road_hours_per_vehicle,9.00397682,111-3,111-4,111-4,12.2648478,152.191422,
111,2,111-2,Leaf,,,,,-0.0404477008,11.3839006,
111,3,111-3,Leaf,,,,,-0.0378635563,10.576417,
111,4,111-4,revenue_per_kent_leg,70.0001984,111-5,111-6,111-6,13.3072128,141.615005,
111,5,111-5,Leaf,,,,,-0.0398616195,8.82137108,
111,6,111-6,vehicle_utilization,0.949723125,111-7,111-8,111-8,14.6553383,132.79364,
111,7,111-7,Leaf,,,,,-0.0394014344,8.54170799,
111,8,111-8,contract_concentration,0.200034514,111-9,111-10,111-10,16.2542534,124.25193,
111,9,111-9,Leaf,,,,,0.0155357616,116.012856,
111,10,111-10,Leaf,,,,,-0.0390970707,8.23907471,
112,0,112-0,cost_per_road_hour,50.3312798,112-1,112-2,112-2,12.6986504,161.892136,
112,1,112-1,non_billable_noshow,0.100725584,112-3,112-4,112-4,11.8692055,150.405609,
112,2,112-2,Leaf,,,,,-0.0403127037,11.4865284,
112,3,112-3,revenue_per_kent_leg,70.0001984,112-5,112-6,112-6,12.8144426,141.396469,
112,4,112-4,Leaf,,,,,-0.0403027683,9.00914001,
112,5,112-5,Leaf,,,,,-0.0396195874,8.68140602,
112,6,112-6,billed_utilization,1.04988921,112-7,112-8,112-8,14.4099751,132.715057,
112,7,112-7,Leaf,,,,,-0.0402117521,8.21368217,
112,8,112-8,high_acuity_share,0.050309673,112-9,112-10,112-10,16.2482529,124.501373,
112,9,112-9,Leaf,,,,,-0.0383524671,8.65385246,
112,10,112-10,Leaf,,,,,0.0151902335,115.847527,
113,0,113-0,non_billable_noshow,0.0997218192,113-1,113-2,113-2,14.5317402,159.686111,
113,1,113-1,non_billable_noshow,0.0512909591,113-3,113-4,113-4,12.1021833,148.044266,
113,2,113-2,Leaf,,,,,-0.0431926847,11.6418409,
113,3,113-3,non_billable_noshow,0.0494999997,113-5,113-6,113-6,11.5577183,118.527443,
113,4,113-4,total_volume_pool,1.24857855,113-7,113-8,113-8,2.17502308,29.5168266,
113,5,113-5,cost_per_road_hour,49.8501167,113-9,113-10,113-10,2.2409029,29.312891,
113,6,113-6,cost_per_road_hour,49.9392853,113-11,113-12,113-12,4.44169807,89.2145538,
113,7,113-7,Leaf,,,,,-0.00550142815,3.0635078,
113,8,113-8,contract_concentration,0.194312483,113-13,113-14,113-14,1.47551346,26.4533176,
113,9,113-9,vehicle_utilization,0.970417798,113-15,113-16,113-16,1.60779572,27.152813,
113,10,113-10,Leaf,,,,,-0.0155097526,2.160079,
113,11,113-11,cost_per_road_hour,42.2106209,113-17,113-18,113-18,6.41058064,81.663559,
113,12,113-12,Leaf,,,,,-0.0391469486,7.5509901,
113,13,113-13,road_hours_per_vehicle,9.70640564,113-19,113-20,113-20,1.16276741,24.3951149,
113,14,113-14,Leaf,,,,,-0.0024176673,2.05820417,
113,15,113-15,Leaf,,,,,-0.00854787044,2.10036874,
113,16,113-16,Leaf,,,,,0.0227793232,25.0524445,
113,17,113-17,Leaf,,,,,-0.0115287052,77.249733,
113,18,113-18,Leaf,,,,,0.0327618867,4.41383123,
113,19,113-19,Leaf,,,,,0.00417647278,3.24522877,
113,20,113-20,Leaf,,,,,0.0331169367,21.1498852,
114,0,114-0,revenue_per_kent_leg,70.0001984,114-1,114-2,114-2,12.0513945,157.001617,
114,1,114-1,Leaf,,,,,-0.0396888256,10.7983227,
114,2,114-2,billed_utilization,1.05165946,114-3,114-4,114-4,12.2856884,146.203293,
114,3,114-3,Leaf,,,,,-0.0388423353,9.71165466,
114,4,114-4,cost_per_road_hour,49.9392853,114-5,114-6,114-6,13.3088665,136.491638,
114,5,114-5,non_billable_noshow,0.100725584,114-7,114-8,114-8,14.3141003,126.865295,
114,6,114-6,Leaf,,,,,-0.0373548567,9.62633801,
114,7,114-7,vehicle_utilization,0.949723125,114-9,114-10,114-10,15.9290648,118.929138,
114,8,114-8,Leaf,,,,,-0.0395193174,7.93615675,
114,9,114-9,Leaf,,,,,-0.0388013572,7.84382391,
114,10,114-10,Leaf,,,,,0.0164732207,111.08532,
115,0,115-0,cost_per_road_hour,50.3312798,115-1,115-2,115-2,11.6063929,156.392166,
115,1,115-1,billed_utilization,1.04988921,115-3,115-4,115-4,11.4486198,145.877823,
115,2,115-2,Leaf,,,,,-0.0395324565,10.5143576,
115,3,115-3,Leaf,,,,,-0.039809294,8.65188026,
115,4,115-4,road_hours_per_vehicle,9.00397682,115-5,115-6,115-6,12.2286701,137.225937,
115,5,115-5,Leaf,,,,,-0.036922846,9.20020103,
115,6,115-6,high_acuity_share,0.0498093776,115-7,115-8,115-8,13.6489716,128.025742,
115,7,115-7,Leaf,,,,,-0.0390260704,7.94725943,
115,8,115-8,revenue_per_kent_leg,70.0001984,115-9,115-10,115-10,15.1581631,120.078476,
115,9,115-9,Leaf,,,,,-0.0386991501,7.72063589,
115,10,115-10,Leaf,,,,,0.0155289266,112.357841,
116,0,116-0,total_volume_pool,1.19552481,116-1,116-2,116-2,11.9676476,152.943481,
116,1,116-1,Leaf,,,,,-0.0407663584,10.399662,
116,2,116-2,road_hours_per_vehicle,9.00397682,116-3,116-4,116-4,10.6422949,142.543823,
116,3,116-3,Leaf,,,,,-0.0368352011,9.53660297,
116,4,116-4,non_billable_noshow,0.0997218192,116-5,116-6,116-6,11.6850824,133.007217,
116,5,116-5,revenue_per_kent_leg,70.0001984,116-7,116-8,116-8,12.8975201,123.532036,
116,6,116-6,Leaf,,,,,-0.0356241092,9.47517872,
116,7,116-7,Leaf,,,,,-0.0385304205,7.69336653,
116,8,116-8,vehicle_utilization,0.95466727,116-9,116-10,116-10,14.7720985,115.838669,
116,9,116-9,Leaf,,,,,-0.0367735885,8.21179771,
116,10,116-10,Leaf,,,,,0.0155325113,107.626877,
117,0,117-0,total_volume_pool,1.19552481,117-1,117-2,117-2,11.6528769,152.702072,
117,1,117-1,Leaf,,,,,-0.040581394,10.3536205,
117,2,117-2,billed_utilization,1.05165946,117-3,117-4,117-4,10.7424765,142.34845,
117,3,117-3,Leaf,,,,,-0.0381602459,9.10961342,
117,4,117-4,road_hours_per_vehicle,8.96322536,117-5,117-6,117-6,11.4387064,133.238846,
117,5,117-5,Leaf,,,,,-0.0391149037,7.8984127,
117,6,117-6,cost_per_road_hour,49.9392853,117-7,117-8,117-8,12.3513002,125.340431,
117,7,117-7,revenue_per_kent_leg,70.0001984,117-9,117-10,117-10,14.2361917,116.162994,
117,8,117-8,cost_per_road_hour,50.5,117-11,117-12,117-12,0.09466362,9.17743587,
117,9,117-9,Leaf,,,,,-0.0382979102,7.54222107,
117,10,117-10,Leaf,,,,,0.014804014,108.620773,
117,11,117-11,Leaf,,,,,-0.0114334663,2.07320356,
117,12,117-12,Leaf,,,,,-0.0382092074,7.10423183,
118,0,118-0,contract_concentration,0.200034514,118-1,118-2,118-2,11.7480507,150.561554,
118,1,118-1,total_volume_pool,1.19552481,118-3,118-4,118-4,11.6706734,139.809814,
118,2,118-2,Leaf,,,,,-0.0398301482,10.7517328,
118,3,118-3,Leaf,,,,,-0.040190015,8.79405308,
118,4,118-4,high_acuity_share,0.050309673,118-5,118-6,118-6,11.349721,131.015762,
118,5,118-5,Leaf,,,,,-0.0377428941,8.20155239,
118,6,118-6,cost_per_road_hour,49.9392853,118-7,118-8,118-8,13.0332432,122.814209,
118,7,118-7,road_hours_per_vehicle,9.00397682,118-9,118-10,118-10,14.8344698,113.785995,
118,8,118-8,Leaf,,,,,-0.0354959257,9.0282135,
118,9,118-9,Leaf,,,,,-0.0358666256,8.5035038,
118,10,118-10,Leaf,,,,,0.0158696696,105.282494,
119,0,119-0,contract_concentration,0.200034514,119-1,119-2,119-2,11.1821375,149.219559,
119,1,119-1,total_volume_pool,1.19552481,119-3,119-4,119-4,11.1127253,138.952423,
119,2,119-2,Leaf,,,,,-0.0394374877,10.2671366,
119,3,119-3,Leaf,,,,,-0.0397914648,8.44137764,
119,4,119-4,vehicle_utilization,0.95466727,119-5,119-6,119-6,12.4289827,130.511047,
119,5,119-5,Leaf,,,,,-0.0378906615,8.93472958,
119,6,119-6,road_hours_per_vehicle,9.00397682,119-7,119-8,119-8,13.2846909,121.576324,
119,7,119-7,Leaf,,,,,-0.0359829068,8.84143734,
119,8,119-8,non_billable_noshow,0.0997218192,119-9,119-10,119-10,15.4824867,112.734886,
119,9,119-9,Leaf,,,,,0.0167118907,102.930283,
119,10,119-10,Leaf,,,,,-0.0332543701,9.80460548,
120,0,120-0,contract_concentration,0.200034514,120-1,120-2,120-2,10.2991409,148.511963,
120,1,120-1,contract_concentration,0.124872349,120-3,120-4,120-4,11.2312632,138.736633,
120,2,120-2,Leaf,,,,,-0.0390632302,9.77533817,
120,3,120-3,contract_concentration,0.123044021,120-5,120-6,120-6,12.6268988,108.658798,
120,4,120-4,non_billable_noshow,0.0970208421,120-7,120-8,120-8,1.60773849,30.0778294,
120,5,120-5,cost_per_road_hour,48.6659927,120-9,120-10,120-10,2.22480488,24.8313408,
120,6,120-6,billed_utilization,1.05165946,120-11,120-12,120-12,3.85196972,83.8274536,
120,7,120-7,high_acuity_share,0.0719447657,120-13,120-14,120-14,1.33141327,28.013464,
120,8,120-8,Leaf,,,,,-0.00701279985,2.06436682,
120,9,120-9,revenue_per_kent_leg,72.3603439,120-15,120-16,120-16,0.95732975,21.600275,
120,10,120-10,Leaf,,,,,-0.00813127309,3.23106551,
120,11,120-11,Leaf,,,,,-0.0399574637,6.35100889,
120,12,120-12,billed_utilization,1.17746806,120-17,120-18,120-18,5.39842987,77.4764481,
120,13,120-13,Leaf,,,,,-0.00179166289,2.32754827,
120,14,120-14,total_volume_pool,1.26071608,120-19,120-20,120-20,0.964781761,25.685915,
120,15,120-15,Leaf,,,,,-0.000221892187,2.01577425,
120,16,120-16,Leaf,,,,,0.0266354252,19.5845013,
120,17,120-17,Leaf,,,,,0.0312592983,3.74341583,
120,18,120-18,Leaf,,,,,-0.0119727375,73.7330322,
120,19,120-19,Leaf,,,,,-0.0,2.12083769,
120,20,120-20,Leaf,,,,,0.0295756739,23.5650768,
121,0,121-0,cost_per_road_hour,49.9392853,121-1,121-2,121-2,10.0214205,144.437958,
121,1,121-1,billed_utilization,1.04988921,121-3,121-4,121-4,10.3202648,133.723557,
121,2,121-2,Leaf,,,,,-0.0368066654,10.7143965,
121,3,121-3,Leaf,,,,,-0.03919461,8.09904099,
121,4,121-4,vehicle_utilization,0.949723125,121-5,121-6,121-6,11.2126293,125.624519,
121,5,121-5,Leaf,,,,,-0.0384271033,7.86574602,
121,6,121-6,total_volume_pool,1.19552481,121-7,121-8,121-8,12.3577881,117.758774,
121,7,121-7,Leaf,,,,,-0.0390067324,7.24413395,
121,8,121-8,revenue_per_kent_leg,70.0001984,121-9,121-10,121-10,13.7995329,110.514641,
121,9,121-9,Leaf,,,,,-0.0380057134,7.28858805,
121,10,121-10,Leaf,,,,,0.0150991175,103.226051,
122,0,122-0,total_volume_pool,1.20034683,122-1,122-2,122-2,10.847311,143.209778,
122,1,122-1,Leaf,,,,,-0.0399771333,9.79110527,
122,2,122-2,high_acuity_share,0.0498093776,122-3,122-4,122-4,9.86480713,133.418671,
122,3,122-3,Leaf,,,,,-0.0387067944,7.96531677,
122,4,122-4,high_acuity_share,0.20025,122-5,122-6,122-6,10.8191757,125.453354,
122,5,122-5,cost_per_road_hour,48.6659927,122-7,122-8,122-8,0.666591644,25.7233448,
122,6,122-6,road_hours_per_vehicle,9.00397682,122-9,122-10,122-10,8.18525696,99.730011,
122,7,122-7,billed_utilization,1.13222075,122-11,122-12,122-12,0.139627457,23.4699631,
122,8,122-8,Leaf,,,,,0.0024196757,2.25338173,
122,9,122-9,Leaf,,,,,-0.0386088602,7.61494732,
122,10,122-10,billed_utilization,1.05165946,122-13,122-14,122-14,8.98870087,92.1150665,
122,11,122-11,Leaf,,,,,0.0133317197,4.41762018,
122,12,122-12,Leaf,,,,,0.0310792252,19.0523415,
122,13,122-13,Leaf,,,,,-0.0377469473,7.20594549,
122,14,122-14,Leaf,,,,,0.00557295838,84.9091187,
123,0,123-0,total_volume_pool,1.20034683,123-1,123-2,123-2,10.302639,143.794205,
123,1,123-1,Leaf,,,,,-0.0398465097,9.83676052,
123,2,123-2,contract_concentration,0.200034514,123-3,123-4,123-4,10.2308159,133.957443,
123,3,123-3,cost_per_road_hour,49.9392853,123-5,123-6,123-6,11.4210625,125.290047,
123,4,123-4,Leaf,,,,,-0.0388674662,8.66739368,
123,5,123-5,vehicle_utilization,0.95466727,123-7,123-8,123-8,12.7566614,116.23111,
123,6,123-6,Leaf,,,,,-0.0370420143,9.05893326,
123,7,123-7,Leaf,,,,,-0.0367275737,8.62922573,
123,8,123-8,non_billable_noshow,0.0997218192,123-9,123-10,123-10,14.54846,107.601883,
123,9,123-9,Leaf,,,,,0.0156280808,97.8106308,
123,10,123-10,Leaf,,,,,-0.0329349712,9.79125309,
124,0,124-0,contract_concentration,0.200034514,124-1,124-2,124-2,9.36855602,141.232712,
124,1,124-1,contract_concentration,0.124872349,124-3,124-4,124-4,9.9791975,132.067322,
124,2,124-2,Leaf,,,,,-0.0385613032,9.16539001,
124,3,124-3,contract_concentration,0.123044021,124-5,124-6,124-6,10.7341299,103.301842,
124,4,124-4,billed_utilization,1.06272924,124-7,124-8,124-8,1.51943207,28.7654877,
124,5,124-5,high_acuity_share,0.0594743975,124-9,124-10,124-10,1.62484884,23.4573345,
124,6,124-6,cost_per_road_hour,49.9392853,124-11,124-12,124-12,4.09974098,79.8445053,
124,7,124-7,Leaf,,,,,-0.00653691078,2.18138504,
124,8,124-8,non_billable_noshow,0.0950507522,124-13,124-14,124-14,1.38140965,26.5841026,
124,9,124-9,Leaf,,,,,-0.0101707075,2.03926802,
124,10,124-10,vehicle_utilization,0.977960765,124-15,124-16,124-16,1.21392155,21.418066,
124,11,124-11,cost_per_road_hour,38.8037987,124-17,124-18,124-18,5.49497414,73.1506348,
124,12,124-12,Leaf,,,,,-0.0396470837,6.69387007,
124,13,124-13,vehicle_utilization,0.981324732,124-19,124-20,124-20,1.06894684,24.3639202,
124,14,124-14,Leaf,,,,,-0.00327234459,2.22018433,
124,15,124-15,Leaf,,,,,-0.00431520119,2.01789808,
124,16,124-16,Leaf,,,,,0.0244600009,19.4001675,
124,17,124-17,Leaf,,,,,-0.0115194246,69.3502808,
124,18,124-18,Leaf,,,,,0.0319247432,3.80035615,
124,19,124-19,Leaf,,,,,-0.0,2.29223514,
124,20,124-20,Leaf,,,,,0.0291156285,22.0716839,
125,0,125-0,high_acuity_share,0.050309673,125-1,125-2,125-2,9.43026924,138.44873,
125,1,125-1,Leaf,,,,,-0.0380811766,9.547616,
125,2,125-2,high_acuity_share,0.20025,125-3,125-4,125-4,10.9792509,128.901108,
125,3,125-3,vehicle_utilization,0.981324732,125-5,125-6,125-6,1.82359028,23.8422737,
125,4,125-4,high_acuity_share,0.201136589,125-7,125-8,125-8,7.64720631,105.058838,
125,5,125-5,Leaf,,,,,-0.00401822478,2.60126925,
125,6,125-6,road_hours_per_vehicle,9.70640564,125-9,125-10,125-10,0.393548965,21.2410049,
125,7,125-7,non_billable_noshow,0.0997218192,125-11,125-12,125-12,3.63033628,79.6501846,
125,8,125-8,billed_utilization,1.06050003,125-13,125-14,125-14,1.4148922,25.4086514,
125,9,125-9,Leaf,,,,,0.0074739852,2.72787333,
125,10,125-10,revenue_per_kent_leg,77.6883163,125-15,125-16,125-16,0.422618866,18.5131321,
125,11,125-11,billed_utilization,1.05165946,125-17,125-18,125-18,4.45779657,71.6454086,
125,12,125-12,Leaf,,,,,-0.0347188003,8.00477314,
125,13,125-13,Leaf,,,,,-0.0120925773,2.02381063,
125,14,125-14,road_hours_per_vehicle,9.49714375,125-19,125-20,125-20,1.41993856,23.38484,
125,15,125-15,Leaf,,,,,0.00818520878,2.61430264,
125,16,125-16,Leaf,,,,,0.0333408639,15.8988285,
125,17,125-17,Leaf,,,,,-0.0386089496,5.56140041,
125,18,125-18,Leaf,,,,,-0.00423626369,66.0840073,
125,19,125-19,Leaf,,,,,-0.00696006697,2.71000886,
125,20,125-20,Leaf,,,,,0.0203056373,20.6748314,
126,0,126-0,contract_concentration,0.200034514,126-1,126-2,126-2,9.10857391,138.831039,
126,1,126-1,high_acuity_share,0.0498093776,126-3,126-4,126-4,9.52330685,130.003601,
126,2,126-2,Leaf,,,,,-0.0383279473,8.82743263,
126,3,126-3,Leaf,,,,,-0.0383870155,7.84008312,
126,4,126-4,total_volume_pool,1.19552481,126-5,126-6,126-6,10.1997337,122.163513,
126,5,126-5,Leaf,,,,,-0.0383199677,7.23762369,
126,6,126-6,vehicle_utilization,0.949723125,126-7,126-8,126-8,11.2438345,114.925896,
126,7,126-7,Leaf,,,,,-0.0375904739,7.14243841,
126,8,126-8,billed_utilization,1.05165946,126-9,126-10,126-10,12.7497454,107.783455,
126,9,126-9,Leaf,,,,,-0.036323972,7.39258718,
126,10,126-10,Leaf,,,,,0.0144807212,100.390869,
127,0,127-0,non_billable_noshow,0.0997218192,127-1,127-2,127-2,9.38196373,137.420502,
127,1,127-1,billed_utilization,1.04988921,127-3,127-4,127-4,9.17008018,127.181389,
127,2,127-2,Leaf,,,,,-0.036816597,10.2391081,
127,3,127-3,Leaf,,,,,-0.0383864194,7.61282206,
127,4,127-4,road_hours_per_vehicle,9.00397682,127-5,127-6,127-6,9.85720348,119.568573,
127,5,127-5,Leaf,,,,,-0.0352895856,8.28054905,
127,6,127-6,cost_per_road_hour,49.9392853,127-7,127-8,127-8,11.3606148,111.288017,
127,7,127-7,total_volume_pool,1.20034683,127-9,127-10,127-10,12.8674488,102.951126,
127,8,127-8,Leaf,,,,,-0.0346674919,8.33689213,
127,9,127-9,Leaf,,,,,-0.0348515511,7.83117867,
127,10,127-10,Leaf,,,,,0.0151495961,95.1199493,
128,0,128-0,contract_concentration,0.200034514,128-1,128-2,128-2,8.97328854,135.104523,
128,1,128-1,vehicle_utilization,0.949723125,128-3,128-4,128-4,9.49847984,126.296394,
128,2,128-2,Leaf,,,,,-0.038267456,8.80812836,
128,3,128-3,Leaf,,,,,-0.0380685851,8.00557041,
128,4,128-4,high_acuity_share,0.0498093776,128-5,128-6,128-6,10.4840317,118.290825,
128,5,128-5,Leaf,,,,,-0.0381811038,7.5073967,
128,6,128-6,cost_per_road_hour,50.3312798,128-7,128-8,128-8,10.6914597,110.783424,
128,7,128-7,road_hours_per_vehicle,9.00397682,128-9,128-10,128-10,11.979188,103.970291,
128,8,128-8,Leaf,,,,,-0.0372211151,6.81313133,
128,9,128-9,Leaf,,,,,-0.0343134031,7.53119183,
128,10,128-10,Leaf,,,,,0.0146550667,96.4391022,
129,0,129-0,revenue_per_kent_leg,70.0001984,129-1,129-2,129-2,9.18205547,133.332031,
129,1,129-1,Leaf,,,,,-0.0386497006,8.77987957,
129,2,129-2,revenue_per_kent_leg,97.8499985,129-3,129-4,129-4,9.25202847,124.552147,
129,3,129-3,total_volume_pool,1.24140453,129-5,129-6,129-6,1.52672195,27.4429188,
129,4,129-4,revenue_per_kent_leg,97.9469604,129-7,129-8,129-8,10.4620934,97.10923,
129,5,129-5,Leaf,,,,,-0.0073460089,2.01928091,
129,6,129-6,billed_utilization,1.06050003,129-9,129-10,129-10,1.19786167,25.4236374,
129,7,129-7,road_hours_per_vehicle,9.00397682,129-11,129-12,129-12,3.16209269,75.4560852,
129,8,129-8,road_hours_per_vehicle,9.49714375,129-13,129-14,129-14,2.24935102,21.6531448,
129,9,129-9,Leaf,,,,,-0.00236655888,2.0781281,
129,10,129-10,high_acuity_share,0.0719447657,129-15,129-16,129-16,1.17743492,23.3455105,
129,11,129-11,Leaf,,,,,-0.0369685814,6.17951298,
129,12,129-12,road_hours_per_vehicle,9.44425392,129-17,129-18,129-18,6.0761013,69.2765732,
129,13,129-13,Leaf,,,,,-0.0103245312,2.73426557,
129,14,129-14,high_acuity_share,0.0685265139,129-19,129-20,129-20,0.843649387,18.9188786,
129,15,129-15,Leaf,,,,,-0.0,2.22585487,
129,16,129-16,Leaf,,,,,0.0291351099,21.1196556,
129,17,129-17,Leaf,,,,,0.0324863456,4.12292862,
129,18,129-18,Leaf,,,,,-0.0119802337,65.1536407,
129,19,129-19,Leaf,,,,,-0.0,2.01482701,
129,20,129-20,Leaf,,,,,0.0267060082,16.9040527,
130,0,130-0,non_billable_noshow,0.0997218192,130-1,130-2,130-2,8.64482403,131.542694,
130,1,130-1,non_billable_noshow,0.0536742359,130-3,130-4,130-4,9.08913422,121.609047,
130,2,130-2,Leaf,,,,,-0.0363909565,9.9336462,
130,3,130-3,non_billable_noshow,0.0494999997,130-5,130-6,130-6,7.48391533,98.8499146,
130,4,130-4,contract_concentration,0.192299366,130-7,130-8,130-8,1.0445528,22.7591362,
130,5,130-5,revenue_per_kent_leg,73.0214233,130-9,130-10,130-10,1.2089467,22.8791103,
130,6,130-6,road_hours_per_vehicle,9.00397682,130-11,130-12,130-12,3.37056637,75.9708023,
130,7,130-7,high_acuity_share,0.302431852,130-13,130-14,130-14,0.857798576,20.7278595,
130,8,130-8,Leaf,,,,,-0.0020474554,2.0312767,
130,9,130-9,Leaf,,,,,-0.00849513523,2.2955997,
130,10,130-10,high_acuity_share,0.0626142398,130-15,130-16,130-16,1.10990238,20.5835094,
130,11,130-11,Leaf,,,,,-0.0368560553,6.23706913,
130,12,130-12,road_hours_per_vehicle,10.9355164,130-17,130-18,130-18,6.09884596,69.7337341,
130,13,130-13,vehicle_utilization,1.02562475,130-19,130-20,130-20,0.459498405,18.236208,
130,14,130-14,Leaf,,,,,0.000867038558,2.49165034,
130,15,130-15,Leaf,,,,,-0.00578145124,2.109586,
130,16,130-16,Leaf,,,,,0.0207694434,18.4739246,
130,17,130-17,Leaf,,,,,0.0326525047,4.29269981,
130,18,130-18,Leaf,,,,,-0.0112263197,65.4410324,
130,19,130-19,Leaf,,,,,0.00656808354,2.67287397,
130,20,130-20,Leaf,,,,,0.0306876358,15.5633345,
131,0,131-0,revenue_per_kent_leg,70.0001984,131-1,131-2,131-2,8.81685734,130.396805,
131,1,131-1,Leaf,,,,,-0.0383358598,8.58854771,
131,2,131-2,high_acuity_share,0.050309673,131-3,131-4,131-4,8.84463215,121.80825,
131,3,131-3,Leaf,,,,,-0.0368026532,7.91548347,
131,4,131-4,contract_concentration,0.200034514,131-5,131-6,131-6,9.48622608,113.892769,
131,5,131-5,non_billable_noshow,0.100725584,131-7,131-8,131-8,10.7390652,106.84935,
131,6,131-6,Leaf,,,,,-0.0372330882,7.04342175,
131,7,131-7,billed_utilization,1.04988921,131-9,131-10,131-10,12.0049143,100.186012,
131,8,131-8,Leaf,,,,,-0.0378169045,6.66333961,
131,9,131-9,Leaf,,,,,-0.0375634246,6.47244024,
131,10,131-10,Leaf,,,,,0.014523847,93.7135696,
132,0,132-0,revenue_per_kent_leg,70.0001984,132-1,132-2,132-2,8.64816475,129.070847,
132,1,132-1,Leaf,,,,,-0.0382494815,8.5748539,
132,2,132-2,road_hours_per_vehicle,9.00397682,132-3,132-4,132-4,8.64883423,120.495995,
132,3,132-3,Leaf,,,,,-0.0378286988,7.39282894,
132,4,132-4,non_billable_noshow,0.100725584,132-5,132-6,132-6,9.18266296,113.103165,
132,5,132-5,cost_per_road_hour,49.9392853,132-7,132-8,132-8,10.3333921,106.346489,
132,6,132-6,Leaf,,,,,-0.037677303,6.75667858,
132,7,132-7,billed_utilization,1.05165946,132-9,132-10,132-10,11.0514851,98.0697632,
132,8,132-8,Leaf,,,,,-0.0331121311,8.27672958,
132,9,132-9,Leaf,,,,,-0.0355699994,6.50695086,
132,10,132-10,Leaf,,,,,0.0143489493,91.5628052,
133,0,133-0,vehicle_utilization,0.949723125,133-1,133-2,133-2,8.18696594,125.969757,
133,1,133-1,Leaf,,,,,-0.0376923755,7.9920845,
133,2,133-2,revenue_per_kent_leg,70.0001984,133-3,133-4,133-4,8.74999142,117.977676,
